	PMID	PT	OT	MH	SI	TI	GR
312	32461141	Journal Article;Research Support, NonU.S. Gov't;Review	O  NNLM;*C5 inhibition;*COVID19;*complement activation;*complement terminal pathway;*kidney injury;*vascular injury	Animals;*Betacoronavirus;COVID19;*Complement Activation;Complement C5a/physiology;Coronavirus Infections/complications/*immunology;Endothelial Cells/physiology;Humans;Inflammation/etiology;MannoseBinding Lectin/physiology;Mice;Pandemics;Pneumonia, Viral/complications/*immunology;SARSCoV2;Thrombosis/etiology;Vascular Diseases/etiology;DA 2020/08/05 06:00		The case of complement activation in COVID-19 multiorgan impact.	
313	33126054	Clinical Trial;Journal Article;Research Support, NonU.S. Gov't	O  NNLM;*Biomarker;*COVID19;*Inflammation;*Micronutrient;*Trace element	Adult;Age Factors;Aged;Aged, 80 and over;COVID19/*blood/diagnosis/*mortality;CrossSectional Studies;DiseaseFree Survival;Female;Humans;Male;Middle Aged;PSelectin/*blood;Predictive Value of Tests;SARSCoV2/*metabolism;Survival Rate;Zinc/*blood;DA 2021/01/13 06:00		Prediction of survival odds in COVID-19 by zinc, age and selenoprotein P as 	
314	32445440	Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, NonU.S. Gov't		Adenosine Monophosphate/administration & dosage/adverse effects/*analogs & ;Administration, Intravenous;Adult;Aged;Alanine/administration & dosage/adverse effects/*analogs & derivatives/therapeutic ;Antiviral Agents/administration & dosage/adverse effects/*therapeutic use;Betacoronavirus;COVID19;Coronavirus Infections/*drug therapy/mortality/therapy;DoubleBlind Method;Extracorporeal Membrane Oxygenation;Female;Humans;KaplanMeier Estimate;Male;Middle Aged;Oxygen Inhalation Therapy;Pandemics;Pneumonia, Viral/*drug therapy/mortality/therapy;Respiration, Artificial;SARSCoV2;Time Factors;Young Adult;DA 2020/12/02 06:00	ClinicalTrials.gov/NCT04280705	Remdesivir for the Treatment of Covid-19 - Final Report.	UM1AI148576/US/United States/United States;UM1AI148573/US/United States/United States;UM1AI148685/US/United States/United States;UM1AI148452/US/United States/United States;UM1 AI148685/AI/NIAID NIH HHS/United States;UM1AI148575/US/United States/United States;UM1AI148684/US/United States/United States;UM1 AI148573/AI/NIAID NIH HHS/United States;UM1 AI148684/AI/NIAID NIH HHS/United States;MC_UU_12023/22/MRC_/Medical Research Council/United Kingdom;HHSN261200800001E/US/United States/United States;R38 AI140299/AI/NIAID NIH HHS/United States;UM1 AI148689/AI/NIAID NIH HHS/United States;UM1 AI148450/AI/NIAID NIH HHS/United States;UM1 AI148575/AI/NIAID NIH HHS/United States;UM1 AI148576/AI/NIAID NIH HHS/United States;UM1AI148689/US/United States/United States;UM1 AI148452/AI/NIAID NIH HHS/United States;HHSN261201500003I/US/United States/United States;UM1AI148450/US/United States/United States
315	33398609	Journal Article;Review	O  NNLM;*Antiviral drugs;*Lowmolecularweight heparin;*Remdesivir;*SARSCoV2;*Therapy;*Tocilizumab	Antiviral Agents/*therapeutic use;COVID19/*drug therapy/epidemiology;Drugs, Investigational/therapeutic use;Heparin, LowMolecularWeight/*therapeutic use;Humans;Immunologic Factors/*therapeutic use;Pandemics;Pneumonia, Viral/*drug therapy/epidemiology/virology;SARSCoV2;Steroids/*therapeutic use;DA 2021/03/19 06:00		COVID-19 treatment options: a difficult journey between failed attempts and 	
316	32512611	Journal Article;Review		COVID19;Coronavirus Infections/*complications/epidemiology/therapy;Endocrine System Diseases/*complications/epidemiology/therapy;Humans;Pandemics;Pneumonia, Viral/*complications/epidemiology/therapy;DA 2020/07/24 06:00		Endocrine Conditions and COVID-19.	
317	33214093	Journal Article;Randomized Controlled Trial	O  NNLM;COVID19;Coronavirus;IVIg;Intravenous Immunoglobulin;Pulmonary infection	Adult;Aged;Antiviral Agents/therapeutic use;COVID19/*drug therapy;Drug Therapy, Combination;Female;Humans;Hydroxychloroquine/therapeutic use;Immunoglobulins, Intravenous/*therapeutic use;Immunologic Factors/*therapeutic use;Length of Stay;Lopinavir/therapeutic use;Male;Middle Aged;Ritonavir/therapeutic use;*SARSCoV2;Treatment Outcome;DA 2021/01/23 06:00		Evaluating the effects of Intravenous Immunoglobulin (IVIg) on the management of 	
318	33120785	Journal Article;Observational Study		Adult;Aged;Aged, 80 and over;Antiviral Agents/therapeutic use;*Betacoronavirus;COVID19;China/epidemiology;Coronavirus Infections/complications/*diagnosis/drug therapy/mortality;Female;FollowUp Studies;Hospital Mortality;Humans;Male;Middle Aged;Overweight/*complications;Pandemics;Pneumonia, Viral/complications/*diagnosis/drug therapy/mortality;Prognosis;Retrospective Studies;Risk Factors;SARSCoV2;Severity of Illness Index;Survival Analysis;DA 2020/11/11 06:00		The importance of overweight in COVID-19: A retrospective analysis in a single 	
319	32857301	Comparative Study;Journal Article	O  NNLM;Atazanavir/ritonavir;COVID19;Hydroxychloroquine;Outcomes	Adult;Aged;Antiviral Agents/administration & dosage/adverse effects;Atazanavir Sulfate/*administration & dosage/adverse effects;COVID19/*drug therapy/mortality/virology;Drug Therapy, Combination;Female;Hospitalization/statistics & numerical data;Humans;Hydroxychloroquine/*administration & dosage/adverse effects;Intensive Care Units/statistics & numerical data;Length of Stay;Male;Middle Aged;Prospective Studies;Ritonavir/*administration & dosage/adverse effects;Severity of Illness Index;Time Factors;Treatment Outcome;DA 2020/12/15 06:00		Comparing outcomes of hospitalized patients with moderate and severe COVID-19 	
320	32870433	Journal Article;Review	O  NNLM;Argatroban;COVID19;Coagulopathy;Inflammation;SARSCoV2	Antithrombins/pharmacology;Arginine/*analogs & derivatives/pharmacology;Blood Coagulation/drug effects;*COVID19/blood/drug therapy/immunology;Drug Development;Humans;Inflammation/drug therapy;Pipecolic Acids/*pharmacology;SARSCoV2/*drug effects;Sulfonamides/*pharmacology;DA 2021/04/07 06:00		Thrombin Inhibition by Argatroban: Potential Therapeutic Benefits in COVID-19.	SC3GM131986/GM/NIGMS NIH HHS/United States;SC3GM131986/GM/NIGMS NIH HHS/United States
321	32670917	Editorial	O  NNLM;COVID19; CoronaVirus;Epidemiology;Pandemic Disease	DA 2020/07/17 06:01		Current perspective on pandemic of COVID-19 in the United States.	
322	32267771	Adaptive Clinical Trial;Clinical Trial Protocol;Journal Article;Randomized Controlled Trial	O  NNLM;*Bayesian adaptive;*communityacquired pneumonia;*coronavirus disease 2019;*master protocol;*platform trial;*randomized clinical trial	AntiBacterial Agents/therapeutic use;Antiviral Agents/therapeutic use;Betacoronavirus;COVID19;CommunityAcquired Infections/*therapy;Coronavirus Infections/*therapy;EvidenceBased Medicine;Humans;Influenza, Human/*therapy;Pandemics;Pneumonia/*therapy;Pneumonia, Viral/*therapy;PointofCare Systems;SARSCoV2;DA 2020/09/12 06:00	ClinicalTrials.gov/NCT02735707	The REMAP-CAP (Randomized Embedded Multifactorial Adaptive Platform for 	RP201506018/DH_/Department of Health/United Kingdom
323	33341481	Journal Article;Review	O  NNLM;COVID19;Chloroquine;Diagnosis;Drug toxicities;Favipiravir;Hydroxychloroquine;Lopinavir;Precautionary measures;Remdesivir;Ritonavir;SARSCoV2;Umifenovir	Antiviral Agents/*therapeutic use;COVID19/*drug therapy;*Drug Repositioning;Humans;Hydroxychloroquine/*therapeutic use;*SARSCoV2;DA 2021/02/07 06:00		Impact of repurposed drugs on the symptomatic COVID-19 patients.	
324	33212256	Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial	O  NNLM;Antiviral;COVID19;Coronavirus;Favipiravir;Randomized clinical trial;SARSCoV2	Adolescent;Adult;Aged;Amides/adverse effects/*therapeutic use;COVID19/*drug therapy;Female;Humans;Male;Middle Aged;Pyrazines/adverse effects/*therapeutic use;RNADependent RNA Polymerase/*antagonists & inhibitors;*SARSCoV2;Young Adult;DA 2021/02/17 06:00		Efficacy and safety of favipiravir, an oral RNA-dependent RNA polymerase inhibitor, 	
325	32602006	Journal Article;Research Support, NonU.S. Gov't	O  NNLM;*Acute kidney injury;*COVID19;*Chronic kidney failure;*Mortality;*Prognosis;*Registry	Acute Kidney Injury/epidemiology;Aged;Aged, 80 and over;AngiotensinConverting Enzyme 2;*Betacoronavirus;COVID19;Coronavirus Infections/*epidemiology/mortality/physiopathology/therapy;Female;Glomerular Filtration Rate/*physiology;Humans;Male;Middle Aged;Pandemics;PeptidylDipeptidase A/physiology;Pneumonia, Viral/*epidemiology/mortality/physiopathology/therapy;*Registries;Risk Assessment;SARSCoV2;DA 2020/08/11 06:00	ClinicalTrials.gov/NCT04334291	Impact of renal function on admission in COVID-19 patients: an analysis of the 	
326	32923397	Journal Article;Review	O  NNLM;CAR Tcell;COVID19;SARSCoV2;hematologic malignancies;leukemia;lymphoma;myeloma;telehealth	DA 2020/09/15 06:01		Management of Patients With Hematologic Malignancies During the COVID-19 Pandemic: 	
327	33291455	Journal Article;Research Support, NonU.S. Gov't	O  NNLM;*IMU838;*SARSCoV2;*antiviral therapy;*dihydroorotate dehydrogenase (DHODH) inhibitors;*hostdirected antivirals (HDAs);*vidofludimus	Adenosine Monophosphate/analogs & derivatives/pharmacology;Alanine/analogs & derivatives/pharmacology;Animals;Antiviral Agents/chemistry/*pharmacology;COVID19/drug therapy;Chlorocebus aethiops;Clinical Trials, Phase II as Topic;Drug Discovery;*Drug Repositioning;Drug Synergism;Humans;Oxidoreductases Acting on CHCH Group Donors/*antagonists & inhibitors;SARSCoV2/*drug effects;Vero Cells;Virus Replication/drug effects;DA 2020/12/30 06:00		IMU-838, a Developmental DHODH Inhibitor in Phase II for Autoimmune Disease, Shows 	
328	32868092	Journal Article;Review		AngiotensinConverting Enzyme Inhibitors/therapeutic use;Antiviral Agents/*therapeutic use;COVID19/immunology/*therapy/virology;*COVID19 Vaccines;Combined Modality Therapy;Humans;Respiratory Therapy/*methods;*SARSCoV2/immunology/pathogenicity;DA 2020/12/15 06:00		COVID-19: Therapeutics and interventions currently under consideration.	
329	33203141	Journal Article;Review	O  NNLM;COVID19;adrenomedullin;angiotensin II;apelin;bradykinin;natriuretic peptide;neprilysin;sacubitril/valsartan;substance P	Aminobutyrates/administration & dosage/therapeutic use;Angiotensin Receptor Antagonists/administration & dosage/*therapeutic use;Animals;COVID19;Coronavirus Infections/*drug therapy/metabolism;Drug Combinations;Humans;Neprilysin/*antagonists & inhibitors/metabolism;Pandemics;Pneumonia, Viral/*drug therapy/metabolism;Tetrazoles/administration & dosage/therapeutic use;Valsartan/administration & dosage/therapeutic use;DA 2020/11/28 06:00		The Rationale for Angiotensin Receptor Neprilysin Inhibitors in a Multi-Targeted 	
330	32838187	Journal Article;Review	O  NNLM;Diagnosis;Lopinavir/ritonavir;Novel coronavirus pneumonia;Treatment	DA 2020/08/25 06:00		Protease Inhibitor Use in COVID-19.	
331	32322397	Journal Article;Review	O  NNLM;Azithromycin;COVID19;coronavirus;hydroxychloroquine;ivermectin	DA 2020/04/24 06:01		Potential use of hydroxychloroquine, ivermectin and azithromycin drugs in fighting 	
332	32748244	Journal Article;Review	O  NNLM;COVID19;SARSCoV2;diagnosis;pandemic;public health;treatment strategies	Antiviral Agents/therapeutic use;*Betacoronavirus;COVID19;Coronavirus Infections/*diagnosis/*therapy;Humans;Immunization, Passive/trends;Nucleic Acid Amplification Techniques/methods/trends;Pandemics/*prevention & control;Pneumonia, Viral/*diagnosis/*therapy;RealTime Polymerase Chain Reaction/methods/trends;SARSCoV2;DA 2020/08/11 06:00		Diagnostic and Treatment Strategies for COVID-19.	
333	33432269	Journal Article	O  NNLM;COVID19;SARSCoV;SARSCoV2;TMC310911;drug repurposing;ritonavir	DA 2021/01/13 06:01		Exploring the effect of ritonavir and TMC-310911 on SARS-CoV-2 and SARS-CoV main 	
334	33385581	Journal Article;Observational Study	O  NNLM;COVID19;Canakinumab;Pneumonia;SARSCoV2	Adult;Aged;Aged, 80 and over;Antibodies, Monoclonal, Humanized/*therapeutic use;COVID19/*complications;CaseControl Studies;Cohort Studies;Female;Hospitalization/statistics & numerical data;Humans;Male;Middle Aged;Pneumonia, Viral/*complications/*drug therapy;Prospective Studies;SARSCoV2/immunology;Treatment Outcome;DA 2021/04/24 06:00		Canakinumab as treatment for COVID-19-related pneumonia: A prospective case-control 	P30 CA008748/CA/NCI NIH HHS/United States
335	33397429	Clinical Trial Protocol;Letter	O  NNLM;COVID19;Clinical symptoms;Hospitalization Mechanical ventilation;Ivermectin;Protocol;Randomized controlled trial	Administration, Oral;Adult;Antiviral Agents/*administration & dosage/adverse effects;COVID19/diagnosis/*drug therapy/virology;Clinical Trials, Phase III as Topic;Drug Therapy, Combination/adverse effects/methods;Female;Humans;Hydroxychloroquine/administration & dosage/adverse effects;Intensive Care Units/statistics & numerical data;Interferon beta1a/administration & dosage/adverse effects;Iran;Ivermectin/*administration & dosage/adverse effects;Length of Stay/statistics & numerical data;Lopinavir/administration & dosage/adverse effects;Male;Randomized Controlled Trials as Topic;Ritonavir/administration & dosage/adverse effects;SARSCoV2/drug effects/*isolation & purification;Severity of Illness Index;DA 2021/01/13 06:00		The efficacy and safety of Ivermectin in patients with mild and moderate COVID-19: A 	990238/Hormozgan University of Medical Sciences/
336	33058394	Journal Article	O  NNLM;COVID19;SARSCoV2;antiviral drugs;therapeutic targets	Antiviral Agents/*pharmacology/therapeutic use;COVID19/*drug therapy/immunology/virology;Humans;Immune System Phenomena/*drug effects;SARSCoV2/*drug effects/immunology/metabolism/pathogenicity;DA 2020/12/19 06:00		SARS-CoV-2 virus infection: Targets and antiviral pharmacological strategies.	Finance Code 001./Coordenação de Aperfeiçoamento de Pessoal de Nível Superior/
337	32655013	Journal Article;MetaAnalysis;Systematic Review	O  NNLM;*acute kidney injury;*death;*kidney;*kidney diseases	Acute Kidney Injury/diagnosis/*epidemiology/virology;*Betacoronavirus;COVID19;Coronavirus Infections/*complications/*mortality;Humans;Incidence;Pandemics;Pneumonia, Viral/*complications/*mortality;SARSCoV2;DA 2020/10/10 06:00		Incidence of acute kidney injury and its association with mortality in patients with 	
338	32344449	Journal Article;Research Support, N.I.H., Extramural		Antimalarials/*administration & dosage/blood;Betacoronavirus/*drug effects;COVID19;Coronavirus Infections/blood/*prevention & control;Humans;Hydroxychloroquine/*administration & dosage/blood;Malaria/blood/*drug therapy;Models, Biological;Pandemics/*prevention & control;Pneumonia, Viral/blood/*prevention & control;PreExposure Prophylaxis/*methods;SARSCoV2;Treatment Outcome;DA 2020/09/30 06:00		Finding the Dose for Hydroxychloroquine Prophylaxis for COVID-19: The Desperate 	K08 AI134262/AI/NIAID NIH HHS/United States;K23 AI138851/AI/NIAID NIH HHS/United States;U01AI125003/National Institute of Allergy and Infectious Diseases/International;R01AI140303/National Institute of Allergy and Infectious Diseases/International
339	32699031	Journal Article;Observational Study;Research Support, NonU.S. Gov't		Adenosine Monophosphate/analogs & derivatives/therapeutic use;Age Factors;Aged;Alanine/analogs & derivatives/therapeutic use;Betacoronavirus/pathogenicity;COVID19;Clinical DecisionMaking;Coronavirus Infections/complications/diagnosis/*drug therapy/mortality;Drug Therapy, Combination/methods/statistics & numerical data;Drug Utilization/*statistics & numerical data;FollowUp Studies;Glucocorticoids/therapeutic use;Healthcare Disparities/*statistics & numerical data;Hospital Mortality;Humans;Hydroxychloroquine/therapeutic use;Male;Middle Aged;Neoplasms/complications/*mortality;Pandemics;Pneumonia, Viral/complications/diagnosis/*drug therapy/mortality;Risk Factors;SARSCoV2;Severity of Illness Index;Sex Factors;Treatment Outcome;United States/epidemiology;DA 2020/10/21 06:00		Utilization of COVID-19 Treatments and Clinical Outcomes among Patients with Cancer: 	UL1 TR000445/TR/NCATS NIH HHS/United States;T32 HG008341/HG/NHI NIH HHS/United States;U01 CA231840/CA/NCI NIH HHS/United States;UG1 CA189974/CA/NCI NIH HHS/United States;UG1 CA189828/CA/NCI NIH HHS/United States;P30 CA013696/CA/NCI NIH HHS/United States;P30 CA068485/CA/NCI NIH HHS/United States;P30 CA054174/CA/NCI NIH HHS/United States;T32 CA203703/CA/NCI NIH HHS/United States;T32 CA009515/CA/NCI NIH HHS/United States;U10 CA180888/CA/NCI NIH HHS/United States;P30 CA196521/CA/NCI NIH HHS/United States
340	32420936	Journal Article;Review		Anticoagulants/therapeutic use;Antiviral Agents/*therapeutic use;Betacoronavirus/*drug effects;COVID19;Coronavirus Infections/*drug therapy;Humans;Inflammation/drug therapy;Pandemics;Pneumonia, Viral/*drug therapy;SARSCoV2;DA 2020/05/27 06:00		Treatments for COVID-19: emerging drugs against the coronavirus.	
